CustomerID,TransactionDate,TransactionAmount
1,2023-08-31,524.8917530587355
1,2024-10-31,794.6533657652478
1,2023-12-31,223.09608687767889
1,2023-12-31,458.9980912559912
1,2024-03-31,127.13309812750748
1,2024-04-30,414.3154886596196
1,2023-08-31,209.09860018950383
1,2025-03-31,297.2971610573516
1,2023-09-30,186.36301955672022
1,2024-05-31,537.091923635987
1,2025-01-31,87.69844393791684
1,2023-08-31,553.7760414063828
1,2023-11-30,357.205758381081
1,2023-09-30,204.66881504503337
1,2024-10-31,156.18595418302033
1,2023-08-31,435.4531641321241
1,2023-12-31,140.2695637601801
1,2023-12-31,249.5249617576172
1,2023-09-30,541.7266583737332
1,2024-05-31,691.9915063627802
1,2023-08-31,301.6205656204664
1,2024-08-31,922.9298815110429
1,2024-02-29,348.43473744888263
1,2023-08-31,37.62479990561669
1,2024-08-31,137.87325037399856
1,2023-10-31,183.7163600486747
1,2023-12-31,295.74336988800036
1,2024-02-29,637.2356301719215
1,2024-02-29,377.05061464487653
2,2021-12-31,279.9296529134241
2,2024-11-30,755.824423233803
2,2021-12-31,291.65198881645324
2,2023-12-31,284.52603040826665
2,2022-04-30,1218.3021196148482
2,2022-01-31,518.0998397457412
2,2022-05-31,417.0248668198639
2,2022-09-30,102.2785272232148
2,2021-11-30,158.28343606481488
2,2024-05-31,100.97536288193983
2,2021-09-30,378.14938191813934
2,2022-05-31,444.52509397604746
2,2023-11-30,88.81354246236917
2,2022-11-30,324.3675568895441
2,2023-02-28,401.652743640359
2,2022-07-31,129.46578849595048
2,2022-09-30,332.90714725110985
2,2022-10-31,893.8237409751792
2,2022-12-31,379.75015574815313
2,2021-09-30,486.53800665612374
2,2021-11-30,369.20039918874966
2,2023-03-31,230.72746121973927
2,2022-04-30,321.0093977821673
2,2022-08-31,439.9808651227906
2,2024-08-31,108.69551880360962
2,2022-02-28,192.7862641237148
2,2023-07-31,381.98674244010624
2,2021-10-31,128.41089091287293
2,2022-10-31,51.97863873102757
2,2021-09-30,105.63507228771688
2,2022-12-31,260.330435940935
2,2023-03-31,567.2574170829829
2,2024-01-31,477.4963958843946
2,2022-10-31,354.4418292037397
2,2022-06-30,216.82206732431192
2,2022-05-31,441.4294056805304
2,2023-04-30,457.83496681545773
3,2019-07-31,43.47855920698775
3,2020-02-29,125.09517560414947
3,2023-01-31,260.2357450528458
3,2019-11-30,27.376805721752163
3,2022-08-31,299.449534364035
3,2019-07-31,370.78654064475245
3,2020-08-31,426.48626124452335
3,2020-02-29,67.61713044180986
3,2019-08-31,458.7909485229957
3,2019-05-31,604.3798925799001
3,2020-07-31,117.49354903506219
3,2019-07-31,104.94950573065067
3,2020-04-30,232.82020634053345
3,2020-01-31,158.3426648368507
3,2019-07-31,248.75513207977434
3,2022-02-28,267.5327699520889
3,2020-05-31,147.60395829560247
3,2021-09-30,25.98784811190277
3,2021-03-31,307.4897831772766
3,2019-08-31,128.10322384354893
3,2020-08-31,279.53654169777786
3,2019-07-31,139.188991332752
3,2019-10-31,412.3621779193178
3,2022-01-31,384.4232904430311
3,2019-06-30,184.54861144503562
3,2021-02-28,499.42678382219395
4,2022-01-28,194.33358438716317
4,2021-06-28,149.56898035375315
4,2021-03-28,315.50424069025553
4,2021-11-28,299.8716414587338
4,2021-03-28,335.1126616933986
4,2021-03-28,134.0847039557443
4,2022-04-28,171.91603161515545
4,2021-03-28,41.8420287850839
4,2021-03-28,178.1487237971202
4,2021-09-28,452.64249197131477
4,2024-05-28,193.5314382272582
4,2023-02-28,80.73875416392201
4,2024-07-28,181.87701720139597
4,2022-04-28,151.55687789713664
4,2021-02-28,532.5964665837042
4,2023-04-28,72.61208272818307
5,2019-08-31,140.09763978447626
5,2023-01-31,151.80352275329489
5,2019-11-30,329.8491185212475
5,2020-06-30,825.5388867307637
5,2018-10-31,72.65516086646676
5,2020-05-31,925.9370723467758
5,2019-05-31,626.3590712071532
5,2020-06-30,51.67769518664646
5,2020-08-31,252.7414423088188
5,2018-11-30,293.98520031937505
5,2019-09-30,290.3347868447033
5,2019-11-30,443.9541524336711
5,2019-07-31,698.4330209537636
5,2019-04-30,276.7555249208984
5,2018-11-30,478.13331686549316
5,2019-08-31,723.4678960913546
5,2019-06-30,97.81791228086124
5,2019-09-30,30.583193196448754
5,2019-06-30,44.18625198000551
5,2019-01-31,256.4973974268116
5,2021-01-31,383.3214100031155
5,2018-12-31,115.18746938473137
5,2018-11-30,196.77927673885415
5,2019-03-31,151.64172110562006
5,2019-09-30,878.9230951808514
5,2021-04-30,260.45855223463656
5,2018-12-31,237.64728272412287
5,2019-05-31,243.36871434973992
5,2018-10-31,58.57891014080381
5,2021-01-31,648.5097227612785
5,2019-07-31,1641.338923860187
5,2019-03-31,637.7681541669112
5,2019-08-31,146.2272062759829
5,2019-06-30,96.2987396253578
5,2019-04-30,275.64174305136476
5,2019-03-31,139.5424274447197
6,2022-09-30,73.00319948766506
6,2022-10-30,418.5363062469616
6,2022-07-30,240.2672953479537
6,2024-06-30,112.1956491129169
6,2025-01-30,150.50241783075538
6,2022-09-30,429.04936840525795
6,2023-02-28,149.84637584156243
6,2023-05-30,424.6812990166594
6,2023-03-30,408.8545260055526
6,2022-07-30,50.2202758429199
6,2023-11-30,486.3916644082908
6,2022-12-30,159.90919986413388
6,2022-07-30,351.2768869871584
6,2022-08-30,197.30594767535408
6,2022-07-30,250.6135956875582
6,2022-08-30,245.68006663311084
6,2022-11-30,341.4798959179683
6,2024-02-29,188.10280008180007
6,2023-10-30,28.939372218358578
6,2024-09-30,111.83389253491112
7,2019-05-30,155.92737391802797
7,2019-12-30,272.29012120628767
7,2018-07-30,210.09996850108064
7,2019-10-30,619.2031557012314
7,2018-11-30,138.8455252328255
7,2020-04-30,106.76040298096021
7,2018-09-30,127.01206653921368
7,2019-06-30,56.58821429644408
7,2018-08-30,205.49653065000152
7,2018-12-30,461.6336682164199
7,2019-02-28,225.1605257213027
7,2020-06-30,152.53574686998675
7,2019-08-30,142.17760052254212
7,2019-05-30,236.7151747339974
7,2019-01-30,367.57286913622795
7,2020-03-30,85.25906870461137
7,2018-06-30,155.89504917931419
7,2018-06-30,280.6616552192374
7,2018-11-30,52.722992635387385
7,2019-01-30,25.361268494384166
7,2019-02-28,127.62315518397894
7,2018-11-30,29.981485658016464
7,2018-08-30,444.1030885726174
7,2018-12-30,339.3722746672704
7,2018-08-30,620.6340399027467
7,2018-08-30,163.69979903600026
7,2019-11-30,155.0121211305709
7,2018-12-30,91.31938426144274
7,2020-05-30,362.5643773591576
7,2018-06-30,38.419528876657424
8,2018-09-30,123.36879665980246
8,2020-01-30,401.7510491806233
8,2018-09-30,74.55832182493951
8,2020-03-30,165.06945423085784
8,2018-08-30,153.80513506862937
8,2018-08-30,369.5376623234464
8,2019-04-30,185.6163587324282
8,2018-09-30,437.5641754423768
8,2018-09-30,184.49157042780018
8,2018-10-30,67.24471813971311
8,2018-07-30,624.713826470096
8,2018-12-30,196.19713095188536
8,2019-03-30,497.2292496278734
8,2022-07-30,55.606353627182166
8,2018-09-30,404.13118880206036
8,2019-06-30,250.5488434700363
8,2018-06-30,99.077918031485
8,2018-08-30,253.14472184958976
8,2018-11-30,444.0981263153852
8,2018-07-30,120.84596126099427
8,2018-11-30,240.36764053627033
8,2019-04-30,102.88765840804076
8,2021-03-30,57.65984283010658
8,2019-04-30,110.70016192414292
8,2019-04-30,362.31485507355353
9,2022-07-30,190.1450460626
9,2023-06-30,544.6964558936936
9,2024-09-30,328.03966497043376
9,2022-11-30,36.27490279026078
9,2023-11-30,204.48353557894953
9,2024-02-29,50.807103964107746
9,2025-02-28,163.16448136260627
9,2024-11-30,33.53055122541421
9,2023-06-30,258.00891858580786
9,2022-08-30,169.29318937481708
9,2023-02-28,342.35291684246437
9,2022-08-30,126.25869158531123
9,2022-08-30,163.80874294736773
9,2024-06-30,477.19177023549827
9,2022-04-30,238.687102358197
9,2022-10-30,367.46677806318104
9,2023-09-30,697.567052283369
9,2023-08-30,146.049052885683
9,2022-08-30,144.09773639439712
10,2019-09-30,218.41331258294127
10,2020-09-30,753.276745116543
10,2021-04-30,127.64617701756727
10,2023-11-30,318.2145229147452
10,2020-03-31,444.33237567627896
10,2019-05-31,409.89330047502267
10,2019-08-31,1225.6229936406821
10,2020-11-30,845.9638708478846
10,2019-12-31,203.06399492843835
10,2019-06-30,757.1077051133188
10,2022-04-30,864.8086108500135
10,2019-04-30,370.8829209899931
10,2019-06-30,405.4393992065744
10,2020-04-30,319.4838644720852
10,2019-11-30,868.6704856634692
10,2020-04-30,1436.6186575377544
10,2021-04-30,208.6608816956343
10,2020-05-31,423.3558384967684
10,2020-04-30,610.0996687182407
10,2021-03-31,689.6135299158395
10,2019-04-30,443.01447134551375
11,2023-08-31,257.819237029782
11,2025-02-28,53.075810635296826
11,2024-05-31,309.3599888295211
11,2023-09-30,164.7191585584516
11,2023-08-31,228.8926027745783
11,2024-01-31,399.4129195251776
11,2023-08-31,135.5455945337336
11,2025-01-31,260.91666303189936
11,2024-02-29,111.30572461124156
11,2025-03-31,701.3426673033085
11,2024-08-31,74.31650744613579
11,2023-09-30,293.4419541335224
11,2024-02-29,300.16175212079054
11,2024-02-29,163.82177069681387
11,2024-08-31,178.35265090425577
11,2024-03-31,232.14397718509917
11,2025-01-31,231.2976502932718
11,2023-08-31,300.04365683638366
11,2023-09-30,229.5438824362162
11,2024-02-29,307.821462691493
12,2023-01-30,272.9981678551622
12,2022-09-30,165.79698538000775
12,2023-11-30,196.8116489431054
12,2022-10-30,102.3821881719426
12,2023-11-30,250.02901742966353
12,2022-10-30,224.50530322325295
12,2022-09-30,302.2578856718547
12,2024-04-30,103.57479403851777
12,2022-10-30,233.36484151158936
12,2022-09-30,612.7263095263896
12,2024-09-30,480.57961202276493
12,2022-10-30,460.4844663850586
12,2024-05-30,418.3388103153882
12,2022-10-30,910.6005019628672
12,2022-11-30,160.2569485565003
12,2022-11-30,218.0161036514096
12,2023-05-30,350.1952279943166
13,2022-08-31,196.91846641023702
13,2023-03-31,236.72614111405196
13,2023-01-31,277.51539772984125
13,2022-08-31,289.1467338547603
13,2023-04-30,223.7264964557487
13,2023-02-28,374.84756700221294
13,2023-07-31,347.7704634522497
13,2022-09-30,39.31602684849477
13,2023-04-30,223.64128239624716
13,2023-01-31,298.2676747647522
13,2023-01-31,162.45178232451528
13,2022-08-31,476.3896873123394
13,2023-02-28,195.92757494263972
13,2023-10-31,58.257881188144765
13,2023-09-30,141.96870204683248
13,2024-03-31,138.75621977731305
13,2022-11-30,448.5383364140248
13,2022-08-31,339.0389699038514
13,2023-04-30,380.2413532348784
13,2022-08-31,284.9601260671006
13,2023-03-31,75.01300704198601
14,2019-03-31,387.08316933517807
14,2019-05-31,290.56785128745577
14,2019-01-31,450.7517901005871
14,2019-07-31,543.9907937632438
14,2019-05-31,195.5582204556106
14,2019-01-31,258.1858415098806
14,2020-02-29,461.23721149426217
14,2018-08-31,65.05317512102876
14,2019-01-31,202.2346610137641
14,2019-02-28,233.32218735485796
14,2019-06-30,142.40439172043352
14,2019-02-28,61.27546238996611
14,2018-07-31,441.8469492659553
14,2019-01-31,177.67460141494655
14,2020-03-31,416.8576630582466
14,2018-07-31,869.5765488975909
14,2018-07-31,344.13294541593314
14,2018-08-31,287.40204595636845
14,2020-02-29,42.01128620039465
14,2019-06-30,217.86125654365338
14,2018-09-30,100.49879198416842
14,2019-03-31,463.9803506300925
14,2021-10-31,143.64933839091057
14,2019-04-30,259.591028117343
14,2020-03-31,237.51480566812768
14,2018-09-30,168.4789644545696
14,2018-12-31,52.33949373892763
14,2018-10-31,629.3218953679204
14,2019-06-30,192.53065015202515
14,2018-09-30,501.30937271721933
14,2018-07-31,384.72761665611364
14,2019-04-30,292.25181686996444
14,2022-11-30,139.96747172165905
14,2019-01-31,56.7130333895717
14,2018-08-31,590.531012341685
14,2019-05-31,131.22904284557836
14,2018-09-30,148.16080870643395
14,2018-12-31,203.90153557514418
14,2018-10-31,210.2934954581787
15,2022-07-31,87.64227482006861
15,2023-06-30,54.985073240874904
15,2022-05-31,84.89637120082348
15,2022-12-31,178.1691357735172
15,2023-04-30,165.04875345590958
15,2022-06-30,70.02254611978562
15,2024-01-31,131.67407580581371
15,2022-04-30,653.1948584433475
15,2023-05-31,212.33312637804707
15,2022-12-31,78.64446825888442
15,2022-10-31,50.21936436575441
15,2024-11-30,825.3064283557574
15,2024-03-31,166.33547617624168
15,2022-07-31,146.74511967599534
15,2022-08-31,141.2771804158591
15,2023-11-30,85.93383732356057
15,2022-05-31,156.39168331698417
15,2022-04-30,315.4919142776111
15,2022-09-30,133.6800637727523
15,2023-03-31,198.04127443110167
15,2023-03-31,19.507341606061093
15,2022-03-31,130.73880980696322
15,2022-06-30,411.6970366747944
15,2022-11-30,112.71967326600769
15,2023-02-28,123.66498580880483
15,2022-04-30,340.08247795490973
15,2022-05-31,41.00109608398971
15,2023-08-31,54.60636746084162
15,2022-10-31,27.01353458830624
15,2022-03-31,117.63927661160585
15,2023-10-31,206.98994616630912
15,2022-10-31,167.6039737394446
16,2023-02-28,308.7091933811822
16,2023-05-31,167.98352739969982
16,2023-01-31,107.68547470959811
16,2025-01-31,418.65305698050577
16,2023-10-31,637.6523980411625
16,2023-06-30,122.97654980856876
16,2022-10-31,247.25555497431768
16,2022-10-31,98.19066978457236
16,2023-10-31,47.82454633811187
16,2022-11-30,85.14148560195616
16,2022-11-30,457.25578233537675
16,2024-03-31,329.61225940208107
16,2023-09-30,51.69009754462608
16,2023-07-31,476.77056788556666
16,2023-08-31,104.77224982273813
16,2023-10-31,325.87108353542135
16,2023-03-31,149.20687207871416
16,2023-09-30,91.37529032310158
16,2023-02-28,149.48275229846845
16,2024-08-31,135.82600341185895
16,2024-08-31,165.47911974490938
16,2023-10-31,212.88376634584014
16,2022-10-31,193.00264306450498
16,2024-01-31,59.937626927917755
16,2024-01-31,109.59738746441577
